SystemName,UTAH LAKE/JORDAN RIVER
StationName,05 JORDAN NARROWS (TOTAL)
DateStart,2010
DateEnd,2019
Date,Flow
6/14/2013,528.655
6/15/2013,531.174
6/16/2013,528.926
6/17/2013,530.78
6/18/2013,547.397
6/19/2013,554.737
6/20/2013,553.692
6/21/2013,538.115
6/22/2013,540.216
6/23/2013,541.535
6/24/2013,551.485
6/25/2013,551.705
6/26/2013,551.842
6/27/2013,422.327
6/28/2013,556.435
6/29/2013,558.472
6/30/2013,429.217
7/1/2013,561.609
7/2/2013,570.638
7/3/2013,557.701
7/4/2013,533.136
7/5/2013,543.65
7/6/2013,537.241
7/7/2013,400.875
7/8/2013,518.36
7/9/2013,513.71
7/10/2013,513.76
7/11/2013,510.977
7/12/2013,487.732
7/13/2013,474.528
7/14/2013,480.297
7/15/2013,490.748
7/16/2013,483.258
7/17/2013,481.838
7/18/2013,472.849
7/19/2013,468.993
7/20/2013,475.036
7/21/2013,483.958
7/22/2013,484.096
7/23/2013,484.192
7/24/2013,495.825
7/25/2013,497.921
7/26/2013,499.493
7/27/2013,495.214
7/28/2013,495.709
7/29/2013,493.815
7/30/2013,495.351
7/31/2013,390.314
8/1/2013,496.268
8/2/2013,498.711
8/3/2013,504.165
8/4/2013,501.252
8/5/2013,502.955
8/6/2013,508.2
8/7/2013,505.88
8/8/2013,504.737
8/9/2013,508.664
8/10/2013,505.947
8/11/2013,505.552
8/12/2013,496.481
8/13/2013,504.241
8/14/2013,510.094
8/15/2013,508.056
8/16/2013,506.835
8/17/2013,510.533
8/18/2013,509.579
8/19/2013,503.352
8/20/2013,499.432
8/21/2013,496.524
8/22/2013,475.693
8/23/2013,375.959
8/24/2013,431.513
8/25/2013,454.333
8/26/2013,452.748
8/27/2013,460.493
8/28/2013,464.781
8/29/2013,460.869
8/30/2013,461.415
8/31/2013,463.108
9/1/2013,466.866
9/2/2013,462.891
9/3/2013,455.207
9/4/2013,446.371
9/5/2013,446.631
9/6/2013,455.349
9/7/2013,452.765
9/8/2013,445.487
9/9/2013,423.241
9/10/2013,408.834
9/11/2013,405.037
9/12/2013,397.08
9/13/2013,374.194
9/14/2013,359.853
9/15/2013,358.547
9/16/2013,356.717
9/17/2013,350.974
9/18/2013,355.815
9/19/2013,363.574
9/20/2013,369.631
9/21/2013,377.546
9/22/2013,382.002
9/23/2013,386.73
9/24/2013,385.136
9/25/2013,371.36
9/26/2013,330.715
9/27/2013,303.865
9/28/2013,292.94
9/29/2013,288.475
9/30/2013,275.025
10/1/2013,249.613
10/2/2013,245.746
10/3/2013,247.766
10/4/2013,253.958
10/5/2013,255.585
10/6/2013,256.715
10/7/2013,264.311
10/8/2013,267.319
10/9/2013,263.196
10/10/2013,261.477
10/11/2013,245.753
10/12/2013,224.889
10/13/2013,208.625
10/14/2013,164.941
10/15/2013,108.853
10/16/2013,70.745
10/17/2013,134.532
10/18/2013,107.113
10/19/2013,50.101
10/20/2013,27.298
10/21/2013,14.164
10/22/2013,15.974
10/23/2013,16
10/24/2013,15.688
10/25/2013,15.125
10/26/2013,15
10/27/2013,15.262
10/28/2013,15.118
10/29/2013,14.036
10/30/2013,11.332
10/31/2013,10.145
11/1/2013,8.709
11/2/2013,10.717
11/3/2013,10.555
11/4/2013,11.5
11/5/2013,11.023
11/6/2013,11.261
11/7/2013,11.04
11/8/2013,10.878
11/9/2013,11.187
11/10/2013,11.441
11/11/2013,11.365
11/12/2013,11.334
11/13/2013,11.135
11/14/2013,11.455
11/15/2013,10.728
11/16/2013,12.275
11/17/2013,12.688
11/18/2013,12.857
11/19/2013,12.24
11/20/2013,12.5
11/21/2013,11.553
11/22/2013,10.001
11/23/2013,11.458
11/24/2013,12.399
11/25/2013,7.683
11/26/2013,11.751
11/27/2013,12.032
11/28/2013,12.333
11/29/2013,12.374
11/30/2013,12.5
12/1/2013,12.76
12/2/2013,12.926
12/3/2013,10.557
12/4/2013,12.443
12/5/2013,12.136
12/6/2013,12.655
12/7/2013,12.988
12/8/2013,11.5
12/9/2013,10.948
12/10/2013,10.5
12/11/2013,11.056
12/12/2013,10.309
12/13/2013,10
12/14/2013,10
12/15/2013,10.897
12/16/2013,10.644
12/17/2013,10.133
12/18/2013,10.213
12/19/2013,15.366
12/20/2013,11.347
12/21/2013,13.121
12/22/2013,13.111
12/23/2013,11.694
12/24/2013,11.939
12/25/2013,12.836
12/26/2013,12.047
12/27/2013,12.34
12/28/2013,12.938
12/29/2013,10.845
12/30/2013,10.382
12/31/2013,9.506
1/1/2014,13
1/2/2014,13
1/3/2014,13
1/4/2014,13
1/5/2014,13
1/6/2014,13
1/7/2014,13
1/8/2014,13
1/9/2014,13
1/10/2014,13
1/11/2014,13
1/12/2014,13
1/13/2014,13
1/14/2014,13
1/15/2014,13
1/16/2014,13
1/17/2014,13
1/18/2014,13
1/19/2014,13
1/20/2014,13
1/21/2014,13
1/22/2014,13
1/23/2014,13
1/24/2014,13
1/25/2014,13
1/26/2014,13
1/27/2014,13
1/28/2014,13
1/29/2014,13
1/30/2014,16
1/31/2014,18
2/1/2014,17.621
2/2/2014,16.308
2/3/2014,14.302
2/4/2014,14.326
2/5/2014,12.046
2/6/2014,14.012
2/7/2014,15.715
2/8/2014,16.939
2/9/2014,18.163
2/10/2014,32.885
2/11/2014,33.465
2/12/2014,25.541
2/13/2014,23.663
2/14/2014,25.588
2/15/2014,25.309
2/16/2014,23.681
2/17/2014,24.608
2/18/2014,22.431
2/19/2014,20.569
2/20/2014,23.663
2/21/2014,20.033
2/22/2014,19.807
2/23/2014,19
2/24/2014,17.639
2/25/2014,18.227
2/26/2014,18.309
2/27/2014,23.991
2/28/2014,31.487
3/1/2014,34.462
3/2/2014,30.263
3/3/2014,26.881
3/4/2014,24.183
3/5/2014,23.229
3/6/2014,22.597
3/7/2014,22.568
3/8/2014,24.474
3/9/2014,22.576
3/10/2014,21.436
3/11/2014,20.388
3/12/2014,20.676
3/13/2014,21.038
3/14/2014,20.444
3/15/2014,19.495
3/16/2014,20.389
3/17/2014,17.333
3/18/2014,19.797
3/19/2014,18.062
3/20/2014,19.858
3/21/2014,19.215
3/22/2014,12.208
3/23/2014,6.992
3/24/2014,8.228
3/25/2014,15.55
3/26/2014,33.403
3/27/2014,43.091
3/28/2014,46.255
3/29/2014,47.899
3/30/2014,47.897
3/31/2014,48.999
4/1/2014,48
4/2/2014,49.166
4/3/2014,49
4/4/2014,49
4/5/2014,49
4/6/2014,49
4/7/2014,49
4/8/2014,79.336
4/9/2014,45.974
4/10/2014,46.738
4/11/2014,47.856
4/12/2014,49.082
4/13/2014,50
4/14/2014,70.714
4/15/2014,82.02
4/16/2014,141.785
4/17/2014,159.399
4/18/2014,242.759
4/19/2014,266.678
4/20/2014,307.356
4/21/2014,358.396
4/22/2014,368.755
4/23/2014,366.406
4/24/2014,367.829
4/25/2014,363.896
4/26/2014,353.075
4/27/2014,349.083
4/28/2014,346.694
4/29/2014,352.054
4/30/2014,355.238
5/1/2014,372.411
5/2/2014,399.063
5/3/2014,412.47
5/4/2014,416.502
5/5/2014,428.318
5/6/2014,431.818
5/7/2014,430.694
5/8/2014,383.318
5/9/2014,338.314
5/10/2014,304.67
5/11/2014,325.022
5/12/2014,326.877
5/13/2014,326.307
5/14/2014,336.336
5/15/2014,359.99
5/16/2014,381.525
5/17/2014,384.824
5/18/2014,390.963
5/19/2014,414.556
5/20/2014,429.539
5/21/2014,412.174
5/22/2014,415.23
5/23/2014,429.472
5/24/2014,417.228
5/25/2014,388.23
5/26/2014,388.238
5/27/2014,391.424
5/28/2014,418.73
5/29/2014,434.114
5/30/2014,447.096
5/31/2014,446.069
6/1/2014,446.008
6/2/2014,403.9
6/3/2014,431.434
6/4/2014,432.124
6/5/2014,451.636
6/6/2014,500.709
6/7/2014,504.706
6/8/2014,505.792
6/9/2014,507.905
6/10/2014,538.021
6/11/2014,552.72
6/12/2014,555.353
6/13/2014,555.845
6/14/2014,556.603
6/15/2014,556.846
6/16/2014,559.049
6/17/2014,564.765
6/18/2014,563.18
6/19/2014,546.589
6/20/2014,534.877
6/21/2014,542.361
6/22/2014,541.016
6/23/2014,544.29
6/24/2014,553.726
6/25/2014,554.21
6/26/2014,560.682
6/27/2014,561.422
6/28/2014,555.43
6/29/2014,554.003
6/30/2014,557.64
7/1/2014,564.137
7/2/2014,563.765
7/3/2014,569.987
7/4/2014,570.413
7/5/2014,569.484
7/6/2014,568.439
7/7/2014,568.866
7/8/2014,572.959
7/9/2014,573.019
7/10/2014,573.02
7/11/2014,569.244
7/12/2014,552.204
7/13/2014,553.075
7/14/2014,555.198
7/15/2014,554.678
7/16/2014,553.858
7/17/2014,559.836
7/18/2014,567.22
7/19/2014,571.444
7/20/2014,571.949
7/21/2014,576.046
7/22/2014,573.588
7/23/2014,569.661
7/24/2014,572.739
7/25/2014,566.76
7/26/2014,575.097
7/27/2014,574.102
7/28/2014,573.461
7/29/2014,559.946
7/30/2014,548.668
7/31/2014,531.314
8/1/2014,526.668
8/2/2014,527.13
8/3/2014,528.6
8/4/2014,528.44
8/5/2014,506.261
8/6/2014,467.02
8/7/2014,459.697
8/8/2014,461.501
8/9/2014,453.056
8/10/2014,454.83
8/11/2014,447.662
8/12/2014,447.906
8/13/2014,446.766
8/14/2014,445.486
8/15/2014,443.264
8/16/2014,441.566
8/17/2014,449.223
8/18/2014,457.41
8/19/2014,459.573
8/20/2014,445.108
8/21/2014,415.057
8/22/2014,393.991
8/23/2014,398.37
8/24/2014,394.166
8/25/2014,382.585
8/26/2014,377.248
8/27/2014,378.085
8/28/2014,377.361
8/29/2014,377.024
8/30/2014,384.996
8/31/2014,389.474
9/1/2014,400.45
9/2/2014,405.779
9/3/2014,410.659
9/4/2014,408.022
9/5/2014,415.266
9/6/2014,420.093
9/7/2014,421.226
9/8/2014,432.284
9/9/2014,437.283
9/10/2014,426.834
9/11/2014,419.49
9/12/2014,402.356
9/13/2014,385.747
9/14/2014,385.465
9/15/2014,387.496
9/16/2014,383.772
9/17/2014,378.21
9/18/2014,373.159
9/19/2014,373.968
9/20/2014,374.835
9/21/2014,375.655
9/22/2014,377.695
9/23/2014,367.427
9/24/2014,364.538
9/25/2014,362.38
9/26/2014,360.335
9/27/2014,359.534
9/28/2014,351.173
9/29/2014,327.644
9/30/2014,289.569
10/1/2014,232.378
10/2/2014,225.011
10/3/2014,226.068
10/4/2014,225.176
10/5/2014,216.318
10/6/2014,201.195
10/7/2014,199.085
10/8/2014,199.199
10/9/2014,201.87
10/10/2014,206.691
10/11/2014,206.765
10/12/2014,203.904
10/13/2014,200.251
10/14/2014,189.327
10/15/2014,304.066
10/16/2014,124.573
10/17/2014,53.771
10/18/2014,56.025
10/19/2014,17.001
10/20/2014,13.75
10/21/2014,11.124
10/22/2014,12.81
10/23/2014,12.466
10/24/2014,12.499
10/25/2014,11.284
10/26/2014,9.171
10/27/2014,10
10/28/2014,10
10/29/2014,10.081
10/30/2014,9.848
10/31/2014,9.765
11/1/2014,9.996
11/2/2014,9
11/3/2014,12.687
11/4/2014,12.917
11/5/2014,20.868
11/6/2014,22.555
11/7/2014,21.695
11/8/2014,20.39
11/9/2014,20.157
11/10/2014,19.474
11/11/2014,16.366
11/12/2014,14.882
11/13/2014,10
11/14/2014,10
11/15/2014,10.322
11/16/2014,9
11/17/2014,9
11/18/2014,8.721
11/19/2014,8.352
11/20/2014,9.303
11/21/2014,9
11/22/2014,9.174
11/23/2014,16.003
11/24/2014,15.418
11/25/2014,11
11/26/2014,10
11/27/2014,10
11/28/2014,10
11/29/2014,10
11/30/2014,9
12/1/2014,10
12/2/2014,10
12/3/2014,10
12/4/2014,10
12/5/2014,10
12/6/2014,10
12/7/2014,10
12/8/2014,9
12/9/2014,9
12/10/2014,10
12/11/2014,10
12/12/2014,10
12/13/2014,10
12/14/2014,13
12/15/2014,12
12/16/2014,10
12/17/2014,10
12/18/2014,12
12/19/2014,11
12/20/2014,11
12/21/2014,18
12/22/2014,48
12/23/2014,39
12/24/2014,24
12/25/2014,18
12/26/2014,18
12/27/2014,16
12/28/2014,13
12/29/2014,13
12/30/2014,23
12/31/2014,34
1/1/2015,10.5
1/2/2015,10.5
1/3/2015,10.5
1/4/2015,10.5
1/5/2015,11.283
1/6/2015,11.8
1/7/2015,12.411
1/8/2015,11.36
1/9/2015,11.487
1/10/2015,12.165
1/11/2015,13.838
1/12/2015,46.5
1/13/2015,44.606
1/14/2015,29.032
1/15/2015,21.014
1/16/2015,17.615
1/17/2015,16.879
1/18/2015,16.295
1/19/2015,15.888
1/20/2015,15.679
1/21/2015,14.636
1/22/2015,14.101
1/23/2015,12.887
1/24/2015,13
1/25/2015,13
1/26/2015,13.338
1/27/2015,13.678
1/28/2015,13.302
1/29/2015,13.58
1/30/2015,13.349
1/31/2015,13.687
2/1/2015,13.745
2/2/2015,13.5
2/3/2015,13.855
2/4/2015,15.237
2/5/2015,15.368
2/6/2015,15.353
2/7/2015,15.087
2/8/2015,15.489
2/9/2015,15.001
2/10/2015,16.321
2/11/2015,16.683
2/12/2015,16.578
2/13/2015,16.144
2/14/2015,16.404
2/15/2015,16.123
2/16/2015,15.182
2/17/2015,16
2/18/2015,14.705
2/19/2015,12.897
2/20/2015,12.04
2/21/2015,12.952
2/22/2015,12.729
2/23/2015,13.146
2/24/2015,14.099
2/25/2015,13.381
2/26/2015,12.945
2/27/2015,12.316
2/28/2015,11.86
3/1/2015,12.734
3/2/2015,13.124
3/3/2015,13.874
3/4/2015,14.366
3/5/2015,13.102
3/6/2015,12.813
3/7/2015,12.5
3/8/2015,12.005
3/9/2015,11.814
3/10/2015,12.158
3/11/2015,11.812
3/12/2015,10.504
3/13/2015,11.95
3/14/2015,11.95
3/15/2015,11.113
3/16/2015,11.397
3/17/2015,10.802
3/18/2015,10.326
3/19/2015,10.881
3/20/2015,11.969
3/21/2015,11.041
3/22/2015,11.689
3/23/2015,10.824
3/24/2015,11.811
3/25/2015,11.063
3/26/2015,37.681
3/27/2015,50.302
3/28/2015,31.905
3/29/2015,35.524
3/30/2015,32.659
3/31/2015,48.837
4/1/2015,51.776
4/2/2015,45.5
4/3/2015,46.033
4/4/2015,46.485
4/5/2015,46.092
4/6/2015,46.429
4/7/2015,45.5
4/8/2015,46.817
4/9/2015,42.25
4/10/2015,58.32
4/11/2015,35.427
4/12/2015,60.996
4/13/2015,61.772
4/14/2015,38.045
4/15/2015,51.095
4/16/2015,78.905
4/17/2015,90.41
4/18/2015,64.777
4/19/2015,200.38
4/20/2015,200.151
4/21/2015,262.183
4/22/2015,276.807
4/23/2015,293.251
4/24/2015,303.693
4/25/2015,314.086
4/26/2015,301.254
4/27/2015,297.343
4/28/2015,311.15
4/29/2015,317.599
4/30/2015,326.492
5/1/2015,334.099
5/2/2015,330.21
5/3/2015,336.785
5/4/2015,324.477
5/5/2015,344.571
5/6/2015,303.436
5/7/2015,281.511
5/8/2015,239.07
5/9/2015,223.421
5/10/2015,208.455
5/11/2015,219.973
5/12/2015,218.099
5/13/2015,226.629
5/14/2015,222.594
5/15/2015,207.429
5/16/2015,206.578
5/17/2015,208.046
5/18/2015,209.503
5/19/2015,235.421
5/20/2015,249.278
5/21/2015,244.246
5/22/2015,242.673
5/23/2015,244.351
5/24/2015,244.232
5/25/2015,244.846
5/26/2015,243.956
5/27/2015,251.245
5/28/2015,258.575
5/29/2015,258.919
5/30/2015,258.97
5/31/2015,258.707
6/1/2015,269.881
6/2/2015,287.117
6/3/2015,292.155
6/4/2015,292.943
6/5/2015,301.671
6/6/2015,288.17
6/7/2015,289.011
6/8/2015,289.28
6/9/2015,289.399
6/10/2015,327.205
6/11/2015,337.509
6/12/2015,352.495
6/13/2015,410.155
6/14/2015,433.125
6/15/2015,440.005
6/16/2015,453.833
6/17/2015,475.778
6/18/2015,474.395
6/19/2015,471.773
6/20/2015,487.589
6/21/2015,497.123
6/22/2015,509.823
6/23/2015,516.045
6/24/2015,518.445
6/25/2015,526.687
6/26/2015,526.258
6/27/2015,522.922
6/28/2015,519.714
6/29/2015,540.747
6/30/2015,556.486
7/1/2015,553.724
7/2/2015,561.782
7/3/2015,555.29
7/4/2015,566.61
7/5/2015,559.268
7/6/2015,541.73
7/7/2015,538.164
7/8/2015,519.577
7/9/2015,517.091
7/10/2015,504.418
7/11/2015,496.238
7/12/2015,495.644
7/13/2015,488.779
7/14/2015,472.653
7/15/2015,494.866
7/16/2015,488.11
7/17/2015,486.911
7/18/2015,482.392
7/19/2015,481.405
7/20/2015,480.757
7/21/2015,479.212
7/22/2015,487.484
7/23/2015,486.322
7/24/2015,481.132
7/25/2015,473.076
7/26/2015,466.501
7/27/2015,470.686
7/28/2015,474.012
7/29/2015,484.28
7/30/2015,454.53
7/31/2015,476.397
8/1/2015,485.097
8/2/2015,482.214
8/3/2015,486.419
8/4/2015,472.508
8/5/2015,462.428
8/6/2015,444.316
8/7/2015,473.453
8/8/2015,469.49
8/9/2015,467.202
8/10/2015,462.979
8/11/2015,454.556
8/12/2015,444.977
8/13/2015,439.456
8/14/2015,440.1
8/15/2015,450.866
8/16/2015,460.099
8/17/2015,467.852
8/18/2015,482.379
8/19/2015,482.71
8/20/2015,483.169
8/21/2015,474.347
8/22/2015,465.842
8/23/2015,453.349
8/24/2015,448.93
8/25/2015,461.965
8/26/2015,456.8
8/27/2015,467.501
8/28/2015,456.249
8/29/2015,456.27
8/30/2015,454.446
8/31/2015,446.293
9/1/2015,455.258
9/2/2015,461.527
9/3/2015,460.394
9/4/2015,460.277
9/5/2015,459.285
9/6/2015,421.656
9/7/2015,430.882
9/8/2015,438.511
9/9/2015,432.576
9/10/2015,434.065
9/11/2015,431.955
9/12/2015,424.537
9/13/2015,420.574
9/14/2015,419.604
9/15/2015,395.822
9/16/2015,356.792
9/17/2015,320.768
9/18/2015,316.477
9/19/2015,318.475
9/20/2015,311.689
9/21/2015,308.546
9/22/2015,307.03
9/23/2015,305.275
9/24/2015,308.28
9/25/2015,314.956
9/26/2015,322.569
9/27/2015,326.943
9/28/2015,334.939
9/29/2015,339.972
9/30/2015,328.624
10/1/2015,310.637
10/2/2015,302.436
10/3/2015,288.942
10/4/2015,275.64
10/5/2015,266.679
10/6/2015,246.205
10/7/2015,240.494
10/8/2015,236.379
10/9/2015,236.407
10/10/2015,237.307
10/11/2015,237.936
10/12/2015,243.674
10/13/2015,249.643
10/14/2015,240.824
10/15/2015,364.581
10/16/2015,126.239
10/17/2015,53.574
10/18/2015,43.291
10/19/2015,18.894
10/20/2015,14.672
10/21/2015,11.108
10/22/2015,13.158
10/23/2015,13.766
10/24/2015,13.445
10/25/2015,10.898
10/26/2015,10.809
10/27/2015,9.14
10/28/2015,9
10/29/2015,9.772
10/30/2015,9.868
10/31/2015,9.767
11/1/2015,9.246
11/2/2015,10.653
11/3/2015,10.145
11/4/2015,9.52
11/5/2015,9.858
11/6/2015,10
11/7/2015,10
11/8/2015,10.053
11/9/2015,9.184
11/10/2015,10.411
11/11/2015,13.356
11/12/2015,11.883
11/13/2015,13.814
11/14/2015,13
11/15/2015,9.935
11/16/2015,11.851
11/17/2015,16.603
11/18/2015,11.807
11/19/2015,10.749
11/20/2015,10.1
11/21/2015,11.376
11/22/2015,10
11/23/2015,11.376
11/24/2015,10
11/25/2015,10.032
11/26/2015,9.417
11/27/2015,9.063
11/28/2015,10.975
11/29/2015,9.896
11/30/2015,10
12/1/2015,9.611
12/2/2015,9.079
12/3/2015,9.016
12/4/2015,8.79
12/5/2015,9.5
12/6/2015,9.279
12/7/2015,9.09
12/8/2015,9.685
12/9/2015,9.782
12/10/2015,9.275
12/11/2015,10.564
12/12/2015,9.858
12/13/2015,9.894
12/14/2015,10.238
12/15/2015,12
12/16/2015,12
12/17/2015,11
12/18/2015,10
12/19/2015,10
12/20/2015,11
12/21/2015,13
12/22/2015,21
12/23/2015,21
12/24/2015,16
12/25/2015,16
12/26/2015,26
12/27/2015,22
12/28/2015,11
12/29/2015,11
12/30/2015,10
12/31/2015,10
1/1/2016,18.836
1/2/2016,12.718
1/3/2016,10
1/4/2016,10
1/5/2016,10.383
1/6/2016,11.405
1/7/2016,13.797
1/8/2016,13.873
1/9/2016,13.604
1/10/2016,12.311
1/11/2016,11.01
1/12/2016,10.382
1/13/2016,10.913
1/14/2016,10.04
1/15/2016,10.748
1/16/2016,10.551
1/17/2016,8.749
1/18/2016,11.5
1/19/2016,16
1/20/2016,16
1/21/2016,15
1/22/2016,13
1/23/2016,14
1/24/2016,19
1/25/2016,20
1/26/2016,16
1/27/2016,15
1/28/2016,14
1/29/2016,14
1/30/2016,15
1/31/2016,16
2/1/2016,14.018
2/2/2016,14.788
2/3/2016,13.607
2/4/2016,13.243
2/5/2016,13
2/6/2016,13.014
2/7/2016,13
2/8/2016,13
2/9/2016,13
2/10/2016,12.944
2/11/2016,13.133
2/12/2016,12.914
2/13/2016,13.447
2/14/2016,14.45
2/15/2016,15.452
2/16/2016,17.429
2/17/2016,19.643
2/18/2016,29.939
2/19/2016,31.526
2/20/2016,26.395
2/21/2016,26.353
2/22/2016,24.835
2/23/2016,24.859
2/24/2016,23.48
2/25/2016,21
2/26/2016,20.624
2/27/2016,19.276
2/28/2016,21
2/29/2016,21.378
3/1/2016,22.902
3/2/2016,21.56
3/3/2016,20.788
3/4/2016,20.501
3/5/2016,20.326
3/6/2016,20.641
3/7/2016,23.415
3/8/2016,20.56
3/9/2016,20.424
3/10/2016,19.326
3/11/2016,18.641
3/12/2016,17.209
3/13/2016,17.616
3/14/2016,16.786
3/15/2016,18.065
3/16/2016,17.528
3/17/2016,16.924
3/18/2016,16.668
3/19/2016,16.856
3/20/2016,17.018
3/21/2016,16.858
3/22/2016,20.372
3/23/2016,24.258
3/24/2016,17.01
3/25/2016,12.848
3/26/2016,12.889
3/27/2016,13.613
3/28/2016,14.259
3/29/2016,30.371
3/30/2016,17.945
3/31/2016,26.954
4/1/2016,21.38
4/2/2016,25
4/3/2016,23.509
4/4/2016,19.206
4/5/2016,18.399
4/6/2016,24.609
4/7/2016,26.194
4/8/2016,26.788
4/9/2016,30.737
4/10/2016,30.452
4/11/2016,29.009
4/12/2016,29
4/13/2016,28.732
4/14/2016,28.328
4/15/2016,28.5
4/16/2016,28.5
4/17/2016,29.58
4/18/2016,30.177
4/19/2016,32.137
4/20/2016,97.62
4/21/2016,102.565
4/22/2016,141.979
4/23/2016,139.398
4/24/2016,155.143
4/25/2016,160.276
4/26/2016,180.815
4/27/2016,126.204
4/28/2016,134.669
4/29/2016,163.387
4/30/2016,161.547
5/1/2016,160.853
5/2/2016,159.914
5/3/2016,159.498
5/4/2016,167.096
5/5/2016,190.891
5/6/2016,257.922
5/7/2016,258.84
5/8/2016,254.966
5/9/2016,249.126
5/10/2016,246.624
5/11/2016,248.009
5/12/2016,251.467
5/13/2016,257.76
5/14/2016,278.286
5/15/2016,265.681
5/16/2016,259.714
5/17/2016,256.749
5/18/2016,255.562
5/19/2016,255.603
5/20/2016,257.426
5/21/2016,261.375
5/22/2016,258.159
5/23/2016,255.601
5/24/2016,249.948
5/25/2016,242.98
5/26/2016,247.527
5/27/2016,244.408
5/28/2016,244.5
5/29/2016,244.811
5/30/2016,260.856
5/31/2016,262.415
6/1/2016,314.771
6/2/2016,327.428
6/3/2016,304.772
6/4/2016,305.8
6/5/2016,315.435
6/6/2016,308.732
6/7/2016,389.422
6/8/2016,430.195
6/9/2016,442.623
6/10/2016,429.176
6/11/2016,437.485
6/12/2016,365.567
6/13/2016,364.455
6/14/2016,343.05
6/15/2016,367.145
6/16/2016,417.068
6/17/2016,461.534
6/18/2016,466.598
6/19/2016,474.634
6/20/2016,488.286
6/21/2016,482.651
6/22/2016,480.954
6/23/2016,473.621
6/24/2016,473.019
6/25/2016,467.888
6/26/2016,469.471
6/27/2016,478.052
6/28/2016,478.669
6/29/2016,483.007
6/30/2016,483.118
7/1/2016,489.902
7/2/2016,494.067
7/3/2016,490.285
7/4/2016,494.958
7/5/2016,499.892
7/6/2016,496.905
7/7/2016,495.63
7/8/2016,499.545
7/9/2016,494.627
7/10/2016,490.63
7/11/2016,487.24
7/12/2016,487
7/13/2016,480.96
7/14/2016,474.863
7/15/2016,473.685
7/16/2016,466.68
7/17/2016,416.15
7/18/2016,339.285
7/19/2016,361.848
7/20/2016,363.073
7/21/2016,361.957
7/22/2016,375.92
7/23/2016,424.692
7/24/2016,435.831
7/25/2016,464.108
7/26/2016,475.469
7/27/2016,482.132
7/28/2016,489.73
7/29/2016,489.816
7/30/2016,486.727
7/31/2016,501.616
8/1/2016,495.395
8/2/2016,488.927
8/3/2016,486.987
8/4/2016,484.435
8/5/2016,485.988
8/6/2016,485.772
8/7/2016,476.802
8/8/2016,468.571
8/9/2016,461.367
8/10/2016,460.885
8/11/2016,428.701
8/12/2016,423.31
8/13/2016,425.956
8/14/2016,431.603
8/15/2016,423.668
8/16/2016,410.793
8/17/2016,416.635
8/18/2016,416.214
8/19/2016,414.884
8/20/2016,413.445
8/21/2016,415.04
8/22/2016,415.247
8/23/2016,409.042
8/24/2016,413.049
8/25/2016,421.244
8/26/2016,425.685
8/27/2016,416.617
8/28/2016,416.1
8/29/2016,417.284
8/30/2016,408.968
8/31/2016,408.554
9/1/2016,410.448
9/2/2016,412.237
9/3/2016,402.505
9/4/2016,393.647
9/5/2016,336.018
9/6/2016,321.928
9/7/2016,332.556
9/8/2016,335.168
9/9/2016,311.47
9/10/2016,281.67
9/11/2016,313.256
9/12/2016,312.884
9/13/2016,118.016
9/14/2016,157.352
9/15/2016,279.811
9/16/2016,297.045
9/17/2016,292.031
9/18/2016,285.575
9/19/2016,282.88
9/20/2016,281.44
9/21/2016,282.693
9/22/2016,274.794
9/23/2016,253.478
9/24/2016,262.707
9/25/2016,263.058
9/26/2016,258.803
9/27/2016,256.052
9/28/2016,253.578
9/29/2016,254.919
9/30/2016,160.759
10/1/2016,71.112
10/2/2016,74.739
10/3/2016,77.529
10/4/2016,69.697
10/5/2016,60.617
10/6/2016,58.946
10/7/2016,62.131
10/8/2016,47.915
10/9/2016,40.745
10/10/2016,34.96
10/11/2016,32.71
10/12/2016,36.099
10/13/2016,32.802
10/14/2016,30.9
10/15/2016,67.373
10/16/2016,56.935
10/17/2016,14.12
10/18/2016,12.326
10/19/2016,10.778
10/20/2016,10
10/21/2016,10
10/22/2016,9.819
10/23/2016,9.777
10/24/2016,9.756
10/25/2016,10
10/26/2016,9.901
10/27/2016,9.939
10/28/2016,9.913
10/29/2016,9.996
10/30/2016,9.617
10/31/2016,9.506
11/1/2016,9.834
11/2/2016,9.814
11/3/2016,10.047
11/4/2016,9.486
11/5/2016,9.714
11/6/2016,9.812
11/7/2016,9.835
11/8/2016,10
11/9/2016,9.872
11/10/2016,10.152
11/11/2016,10
11/12/2016,9.446
11/13/2016,9
11/14/2016,9.45
11/15/2016,9.127
11/16/2016,7.775
11/17/2016,9.386
11/18/2016,9.963
11/19/2016,8.924
11/20/2016,8.247
11/21/2016,10.479
11/22/2016,14.644
11/23/2016,10.524
11/24/2016,12.059
11/25/2016,10.049
11/26/2016,9.899
11/27/2016,10
11/28/2016,10.246
11/29/2016,11.746
11/30/2016,11.226
12/1/2016,13
12/2/2016,13
12/3/2016,11
12/4/2016,10
12/5/2016,9
12/6/2016,9
12/7/2016,9
12/8/2016,9
12/9/2016,9
12/10/2016,9
12/11/2016,9
12/12/2016,9
12/13/2016,9
12/14/2016,9
12/15/2016,9
12/16/2016,9
12/17/2016,9
12/18/2016,9
12/19/2016,9
12/20/2016,9
12/21/2016,9
12/22/2016,9
12/23/2016,9
12/24/2016,9
12/25/2016,9
12/26/2016,9
12/27/2016,9
12/28/2016,9
12/29/2016,9
12/30/2016,9
12/31/2016,9
1/1/2017,13
