"WS_Name","Month","Flow.cfs","load.TN.kgd","load.TDN.kgd","load.TP.kgd","load.TDP.kgd","load.TOC.kgd","load.DOC.kgd","Flow.acftmo","load.TN.tonmo","load.TDN.tonmo","load.TP.tonmo","load.TDP.tonmo","load.TOC.tonmo","load.DOC.tonmo"
"Jordan River",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jordan River",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jordan River",3,54.11584089323,128.02913203159,77.0557961141526,6.35511720529094,1.00622689083773,718.922633848537,851.320908958765,3327.46099620126,3.9689030929793,2.38872967953873,0.197008633364019,0.0311930336159697,22.2866016493047,26.3909481777217
"Jordan River",4,34.18837895717,50.9325842300121,39.3013475648784,8.40246306251633,1.55017900385147,453.345668706055,487.727769911971,2034.35449248012,1.52797752690036,1.17904042694635,0.25207389187549,0.0465053701155441,13.6003700611816,14.6318330973591
"Jordan River",5,282.8809234111,534.317936292903,501.869756190173,68.4007540541611,17.3105390374488,3942.86020359118,4777.09797874015,17393.7099319395,16.56385602508,15.5579624418954,2.12042337567899,0.536626710160913,122.228666311327,148.090037340945
"Jordan River",6,394.63593206573,495.205960386953,556.149620724843,89.3057722190936,18.0079394898959,5635.5828166475,6396.91956808127,23482.522593357,14.8561788116086,16.6844886217453,2.67917316657281,0.540238184696876,169.067484499425,191.907587042438
"Jordan River",7,422.18346778323,524.217525335077,540.695668024908,104.231622653605,17.3372453443432,6379.03930315818,7888.14724054801,25959.1091832305,16.2507432853874,16.7615657087722,3.23118030226175,0.537454605674638,197.750218397904,244.532564456988
"Jordan River",8,453.937818181813,647.499841242014,995.663775001586,189.125839591697,19.4966905877459,7767.19993889802,7719.6795827085,27911.6125661025,20.0724950785024,30.8655770250492,5.8629010273426,0.604397408220123,240.783198105839,239.310067063964
"Jordan River",9,330.01873636932,468.267611128073,555.650301402026,97.7827721645901,16.7959643922334,5619.64234343126,6774.90322561451,19637.5236093122,14.0480283338422,16.6695090420608,2.9334831649377,0.503878931767002,168.589270302938,203.247096768435
"Jordan River",10,120.145666666667,354.120687736566,427.479867439718,69.111491161559,28.0278688561275,1995.45667887514,3162.30208087357,7387.48605024346,10.9777413198335,13.2518758906313,2.14245622600833,0.868863934539952,61.8591570451292,98.0313645070808
"Jordan River",11,8,18.96582242304,11.3520918528,1.6636686336,0.3914514432,170.6728292352,164.409606144,476.034150675277,0.5689746726912,0.340562755584,0.049910059008,0.011743543296,5.120184877056,4.93228818432
"Jordan River",12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
