"MonitoringLocationIdentifier","ActivityStartDate","OrganizationIdentifier","OrganizationFormalName","MonitoringLocationName","MonitoringLocationTypeName","LatitudeMeasure","LongitudeMeasure","Month","Year","ResultStatusIdentifier","DO_mgL","DOC_mgL","NH3.d_mgL","NO3.d_mgL","CO3.t_mgL","DIC_mgL","NH3.t_mgL","NO3.t_mgL","P_NA","TN_mgL","CO3.d_mgL","MixedN.t_mgL","NO23_mgL","NO3_mgL","TKN.t_mgL","TP_mgL","TDP_mgL","TKN.d_mgL","MixedN.d_mgL","NO2.d_mgL","PO4.d_mgL","DON_mgL","TON_mgL","NO23.t_mgL","TDN_mgL","TOC_mgL","Chla_uncorrected_ugL","NO2.t_mgL","BOD_mgL","Chla_ugL","PO4.t_mgL","orig.units","Flow.cfs","SiteType","OBJECTID_1","FID_UL_sub","OBJECTID","TARGET_FID","Type","wsa_sqkm","WS_Name","Monitored_","Shape_Leng","Shape_Area","geometry","Flow.narrows.cfs","load.TN_kgd","load.TDN_kgd","load.TP_kgd","load.TDP_kgd","load.TOC_kgd","load.DOC_kgd"
"UTAHDWQ_WQX-4994790",2006-10-04,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","JORDAN R AT UTAH L OUTLET U121 XING","River/Stream",40.360951743,-111.898513582,10,2006,"Final",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3,14.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jordan River",NA,NA,NA,c(NA, NA),NA,NA,NA,NA,NA,NA,NA
"UTAHDWQ_WQX-4994790",2006-10-24,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","JORDAN R AT UTAH L OUTLET U121 XING","River/Stream",40.360951743,-111.898513582,10,2006,"Final",5.52,NA,NA,NA,1,NA,0.63,NA,NA,NA,NA,NA,NA,NA,NA,0.058,NA,NA,NA,NA,NA,NA,NA,0.48,NA,NA,NA,NA,NA,NA,NA,"cfs",130,NA,NA,NA,NA,NA,NA,NA,"Jordan River",NA,NA,NA,c(NA, NA),NA,NA,NA,NA,NA,NA,NA
"UTAHDWQ_WQX-4994790",2007-02-27,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","JORDAN R AT UTAH L OUTLET U121 XING","River/Stream",40.360951743,-111.898513582,2,2007,"Final",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3,9.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jordan River",NA,NA,NA,c(NA, NA),NA,NA,NA,NA,NA,NA,NA
"UTAHDWQ_WQX-4994790",2007-02-28,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","JORDAN R AT UTAH L OUTLET U121 XING","River/Stream",40.360951743,-111.898513582,2,2007,"Final",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.25,5.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jordan River",NA,NA,NA,c(NA, NA),NA,NA,NA,NA,NA,NA,NA
"UTAHDWQ_WQX-4994790",2007-03-01,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","JORDAN R AT UTAH L OUTLET U121 XING","River/Stream",40.360951743,-111.898513582,3,2007,"Final",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.45,16.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jordan River",NA,NA,NA,c(NA, NA),NA,NA,NA,NA,NA,NA,NA
"UTAHDWQ_WQX-4994790",2007-03-07,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","JORDAN R AT UTAH L OUTLET U121 XING","River/Stream",40.360951743,-111.898513582,3,2007,"Final",14.13,NA,NA,NA,5,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,0.022,NA,NA,NA,NA,NA,NA,NA,0.19,NA,NA,NA,NA,NA,NA,NA,"cfs",1200,NA,NA,NA,NA,NA,NA,NA,"Jordan River",NA,NA,NA,c(NA, NA),NA,NA,NA,NA,NA,NA,NA
"UTAHDWQ_WQX-4994790",2007-04-25,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","JORDAN R AT UTAH L OUTLET U121 XING","River/Stream",40.360951743,-111.898513582,4,2007,"Final",10.77,NA,NA,NA,8,NA,0.07,NA,NA,NA,NA,NA,NA,NA,NA,0.045,NA,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,"cfs",450,NA,NA,NA,NA,NA,NA,NA,"Jordan River",NA,NA,NA,c(NA, NA),NA,NA,NA,NA,NA,NA,NA
"UTAHDWQ_WQX-4994790",2007-06-18,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","JORDAN R AT UTAH L OUTLET U121 XING","River/Stream",40.360951743,-111.898513582,6,2007,"Final",7.76,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cfs",110,NA,NA,NA,NA,NA,NA,NA,"Jordan River",NA,NA,NA,c(NA, NA),NA,NA,NA,NA,NA,NA,NA
"UTAHDWQ_WQX-4994790",2007-07-25,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","JORDAN R AT UTAH L OUTLET U121 XING","River/Stream",40.360951743,-111.898513582,7,2007,"Final",5.58,NA,NA,NA,1,NA,0.23,NA,NA,NA,NA,NA,NA,NA,NA,0.115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cfs",450,NA,NA,NA,NA,NA,NA,NA,"Jordan River",NA,NA,NA,c(NA, NA),NA,NA,NA,NA,NA,NA,NA
"UTAHDWQ_WQX-4994790",2007-09-04,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","JORDAN R AT UTAH L OUTLET U121 XING","River/Stream",40.360951743,-111.898513582,9,2007,"Final",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,10.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jordan River",NA,NA,NA,c(NA, NA),NA,NA,NA,NA,NA,NA,NA
"UTAHDWQ_WQX-4994790",2007-09-05,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","JORDAN R AT UTAH L OUTLET U121 XING","River/Stream",40.360951743,-111.898513582,9,2007,"Final",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.2,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jordan River",NA,NA,NA,c(NA, NA),NA,NA,NA,NA,NA,NA,NA
"UTAHDWQ_WQX-4994790",2007-09-26,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","JORDAN R AT UTAH L OUTLET U121 XING","River/Stream",40.360951743,-111.898513582,9,2007,"Final",NA,NA,NA,NA,0,NA,0.63,NA,NA,NA,NA,NA,NA,NA,NA,0.118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jordan River",NA,NA,NA,c(NA, NA),NA,NA,NA,NA,NA,NA,NA
"UTAHDWQ_WQX-4994790",2007-11-27,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","JORDAN R AT UTAH L OUTLET U121 XING","River/Stream",40.360951743,-111.898513582,11,2007,"Final",20.78,NA,NA,NA,2,NA,0.11,0.18,NA,NA,NA,NA,NA,NA,1,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jordan River",NA,NA,NA,c(NA, NA),NA,NA,NA,NA,NA,NA,NA
"UTAHDWQ_WQX-4994790",2008-01-08,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","JORDAN R AT UTAH L OUTLET U121 XING","River/Stream",40.360951743,-111.898513582,1,2008,"Final",11.87,NA,NA,NA,0,NA,0.88,NA,NA,NA,NA,NA,NA,NA,NA,0.056,NA,NA,NA,NA,NA,NA,NA,1.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jordan River",NA,NA,NA,c(NA, NA),NA,NA,NA,NA,NA,NA,NA
"UTAHDWQ_WQX-4994790",2008-02-12,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","JORDAN R AT UTAH L OUTLET U121 XING","River/Stream",40.360951743,-111.898513582,2,2008,"Final",10.73,NA,NA,NA,2,NA,NA,4.01,NA,NA,NA,NA,NA,NA,NA,0.027,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jordan River",NA,NA,NA,c(NA, NA),NA,NA,NA,NA,NA,NA,NA
"UTAHDWQ_WQX-4994790",2008-04-01,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","JORDAN R AT UTAH L OUTLET U121 XING","River/Stream",40.360951743,-111.898513582,4,2008,"Final",8.93,NA,NA,NA,NA,NA,0.1,0.06,NA,NA,NA,NA,NA,NA,0.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jordan River",NA,NA,NA,c(NA, NA),NA,NA,NA,NA,NA,NA,NA
"UTAHDWQ_WQX-4994790",2008-04-16,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","JORDAN R AT UTAH L OUTLET U121 XING","River/Stream",40.360951743,-111.898513582,4,2008,"Final",8.94,NA,NA,NA,11,NA,0.12,0.16,NA,NA,NA,NA,NA,NA,0.86,0.059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jordan River",NA,NA,NA,c(NA, NA),NA,NA,NA,NA,NA,NA,NA
"UTAHDWQ_WQX-4994790",2008-05-20,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","JORDAN R AT UTAH L OUTLET U121 XING","River/Stream",40.360951743,-111.898513582,5,2008,"Final",7.1,NA,NA,NA,9,NA,0.07,0.2,NA,NA,NA,NA,NA,NA,1.69,0.037,0.024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jordan River",NA,NA,NA,c(NA, NA),NA,NA,NA,NA,NA,NA,NA
"UTAHDWQ_WQX-4994790",2008-06-17,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","JORDAN R AT UTAH L OUTLET U121 XING","River/Stream",40.360951743,-111.898513582,6,2008,"Final",6.11,NA,NA,NA,17,NA,NA,0.18,NA,NA,NA,NA,NA,NA,0.72,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jordan River",NA,NA,NA,c(NA, NA),NA,NA,NA,NA,NA,NA,NA
"UTAHDWQ_WQX-4994790",2008-07-29,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","JORDAN R AT UTAH L OUTLET U121 XING","River/Stream",40.360951743,-111.898513582,7,2008,"Final",4.82,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.077,0.021,NA,NA,NA,NA,0.51,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jordan River",NA,NA,NA,c(NA, NA),NA,NA,NA,NA,NA,NA,NA
"UTAHDWQ_WQX-4994790",2008-08-25,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","JORDAN R AT UTAH L OUTLET U121 XING","River/Stream",40.360951743,-111.898513582,8,2008,"Final",5.29,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.165,0.02,NA,NA,NA,NA,0.616,NA,NA,NA,6.9,121.4,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jordan River",NA,NA,NA,c(NA, NA),NA,NA,NA,NA,NA,NA,NA
"UTAHDWQ_WQX-4994790",2008-08-26,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","JORDAN R AT UTAH L OUTLET U121 XING","River/Stream",40.360951743,-111.898513582,8,2008,"Final",7.47,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.158,NA,NA,NA,NA,NA,0.674,NA,NA,NA,6.9,110.4,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jordan River",NA,NA,NA,c(NA, NA),NA,NA,NA,NA,NA,NA,NA
"UTAHDWQ_WQX-4994790",2008-08-27,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","JORDAN R AT UTAH L OUTLET U121 XING","River/Stream",40.360951743,-111.898513582,8,2008,"Final",3.97,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13864,0.02,NA,NA,NA,NA,0.644,NA,NA,NA,7.3,58.7,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jordan River",NA,NA,NA,c(NA, NA),NA,NA,NA,NA,NA,NA,NA
"UTAHDWQ_WQX-4994790",2008-10-06,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","JORDAN R AT UTAH L OUTLET U121 XING","River/Stream",40.360951743,-111.898513582,10,2008,"Final",7.25,NA,NA,NA,0,NA,0.26,NA,NA,NA,NA,NA,0.11,NA,NA,0.064,0.02,NA,NA,NA,NA,0.965,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jordan River",NA,NA,NA,c(NA, NA),NA,NA,NA,NA,NA,NA,NA
"UTAHDWQ_WQX-4994790",2008-12-17,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","JORDAN R AT UTAH L OUTLET U121 XING","River/Stream",40.360951743,-111.898513582,12,2008,"Final",11.12,NA,NA,NA,0,NA,0.059,NA,NA,NA,NA,NA,1.79,NA,NA,NA,NA,NA,NA,NA,NA,2.11,NA,NA,NA,NA,NA,NA,3,NA,NA,"cfs",12,NA,NA,NA,NA,NA,NA,NA,"Jordan River",NA,NA,NA,c(NA, NA),NA,NA,NA,NA,NA,NA,NA
"UTAHDWQ_WQX-4994790",2009-03-10,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","JORDAN R AT UTAH L OUTLET U121 XING","River/Stream",40.360951743,-111.898513582,3,2009,"Final",16.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jordan River",NA,NA,NA,c(NA, NA),NA,NA,NA,NA,NA,NA,NA
"UTAHDWQ_WQX-4994790",2009-04-14,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","JORDAN R AT UTAH L OUTLET U121 XING","River/Stream",40.360951743,-111.898513582,4,2009,"Accepted",8.31,NA,NA,NA,1,NA,0.285,NA,NA,NA,NA,NA,0.124,NA,NA,0.057,NA,NA,NA,NA,NA,NA,NA,NA,0.862,NA,NA,NA,NA,NA,NA,"cfs",100,NA,NA,NA,NA,NA,NA,NA,"Jordan River",NA,NA,NA,c(NA, NA),NA,NA,NA,NA,NA,NA,NA
"UTAHDWQ_WQX-4994790",2009-04-20,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","JORDAN R AT UTAH L OUTLET U121 XING","River/Stream",40.360951743,-111.898513582,4,2009,"Accepted",8.04,NA,NA,NA,2,NA,0.226,NA,NA,NA,NA,NA,0.242,NA,NA,0.04,0.041,NA,NA,NA,NA,NA,NA,NA,0.88,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jordan River",NA,NA,NA,c(NA, NA),NA,NA,NA,NA,NA,NA,NA
"UTAHDWQ_WQX-4994790",2009-04-30,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","JORDAN R AT UTAH L OUTLET U121 XING","River/Stream",40.360951743,-111.898513582,4,2009,"Accepted",9.58,NA,NA,NA,5,NA,0.403,NA,NA,NA,NA,NA,0.202,NA,NA,0.047,NA,NA,NA,NA,NA,NA,NA,0.19,0.912,NA,NA,NA,NA,NA,NA,"cfs",600,NA,NA,NA,NA,NA,NA,NA,"Jordan River",NA,NA,NA,c(NA, NA),NA,NA,NA,NA,NA,NA,NA
"UTAHDWQ_WQX-4994790",2009-05-12,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","JORDAN R AT UTAH L OUTLET U121 XING","River/Stream",40.360951743,-111.898513582,5,2009,"Accepted",NA,NA,NA,NA,NA,NA,0.09,NA,NA,NA,NA,NA,0.138,NA,NA,0.073,0.039,NA,NA,NA,NA,NA,NA,0.14,0.635,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jordan River",NA,NA,NA,c(NA, NA),NA,NA,NA,NA,NA,NA,NA
"UTAHDWQ_WQX-4994790",2009-05-26,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","JORDAN R AT UTAH L OUTLET U121 XING","River/Stream",40.360951743,-111.898513582,5,2009,"Accepted",6.98,NA,NA,NA,5,NA,0.115,NA,NA,NA,NA,NA,0.149,NA,NA,0.056,0.047,NA,NA,NA,NA,NA,NA,NA,0.648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jordan River",NA,NA,NA,c(NA, NA),NA,NA,NA,NA,NA,NA,NA
"UTAHDWQ_WQX-4994790",2009-06-02,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","JORDAN R AT UTAH L OUTLET U121 XING","River/Stream",40.360951743,-111.898513582,6,2009,"Accepted",NA,NA,NA,NA,7,NA,0.125,NA,NA,NA,NA,NA,0.104,NA,NA,0.046,0.048,NA,NA,NA,NA,NA,NA,NA,0.712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jordan River",NA,NA,NA,c(NA, NA),NA,NA,NA,NA,NA,NA,NA
"UTAHDWQ_WQX-4994790",2009-06-22,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","JORDAN R AT UTAH L OUTLET U121 XING","River/Stream",40.360951743,-111.898513582,6,2009,"Accepted",7.09,NA,NA,NA,5,NA,0.106,NA,NA,NA,NA,NA,NA,NA,NA,0.079,0.053,NA,NA,NA,NA,NA,NA,NA,0.437,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jordan River",NA,NA,NA,c(NA, NA),NA,NA,NA,NA,NA,NA,NA
"UTAHDWQ_WQX-4994790",2009-06-23,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","JORDAN R AT UTAH L OUTLET U121 XING","River/Stream",40.360951743,-111.898513582,6,2009,"Accepted",8.45,NA,NA,NA,3,NA,0.29,NA,NA,NA,NA,NA,NA,NA,NA,0.027,0.04,NA,NA,NA,NA,NA,NA,NA,0.884,NA,NA,NA,NA,NA,NA,"cfs",2500,NA,NA,NA,NA,NA,NA,NA,"Jordan River",NA,NA,NA,c(NA, NA),NA,NA,NA,NA,NA,NA,NA
"UTAHDWQ_WQX-4994790",2009-07-13,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","JORDAN R AT UTAH L OUTLET U121 XING","River/Stream",40.360951743,-111.898513582,7,2009,"Accepted",6.83,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.068,0.043,NA,NA,NA,NA,NA,NA,NA,0.429,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jordan River",NA,NA,NA,c(NA, NA),NA,NA,NA,NA,NA,NA,NA
"UTAHDWQ_WQX-4994790",2009-07-21,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","JORDAN R AT UTAH L OUTLET U121 XING","River/Stream",40.360951743,-111.898513582,7,2009,"Accepted",NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07,0.058,NA,NA,NA,NA,NA,NA,NA,0.753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jordan River",NA,NA,NA,c(NA, NA),NA,NA,NA,NA,NA,NA,NA
"UTAHDWQ_WQX-4994790",2009-08-18,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","JORDAN R AT UTAH L OUTLET U121 XING","River/Stream",40.360951743,-111.898513582,8,2009,"Accepted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jordan River",NA,NA,NA,c(NA, NA),NA,NA,NA,NA,NA,NA,NA
"UTAHDWQ_WQX-4994790",2009-08-19,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","JORDAN R AT UTAH L OUTLET U121 XING","River/Stream",40.360951743,-111.898513582,8,2009,"Accepted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jordan River",NA,NA,NA,c(NA, NA),NA,NA,NA,NA,NA,NA,NA
"UTAHDWQ_WQX-4994790",2009-08-20,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","JORDAN R AT UTAH L OUTLET U121 XING","River/Stream",40.360951743,-111.898513582,8,2009,"Accepted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jordan River",NA,NA,NA,c(NA, NA),NA,NA,NA,NA,NA,NA,NA
"UTAHDWQ_WQX-4994790",2009-08-25,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","JORDAN R AT UTAH L OUTLET U121 XING","River/Stream",40.360951743,-111.898513582,8,2009,"Accepted",6.35,NA,NA,NA,4,NA,0.42,NA,NA,NA,NA,NA,0.287,NA,NA,0.076,0.048,NA,NA,NA,NA,NA,NA,NA,1.37,4.5,NA,NA,8,NA,NA,"cfs",900,NA,NA,NA,NA,NA,NA,NA,"Jordan River",NA,NA,NA,c(NA, NA),NA,NA,NA,NA,NA,NA,NA
"UTAHDWQ_WQX-4994790",2009-09-28,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","JORDAN R AT UTAH L OUTLET U121 XING","River/Stream",40.360951743,-111.898513582,9,2009,"Accepted",7.12,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.124,0.057,NA,NA,NA,NA,NA,NA,NA,0.602,NA,NA,NA,NA,NA,NA,"cfs",800,NA,NA,NA,NA,NA,NA,NA,"Jordan River",NA,NA,NA,c(NA, NA),NA,NA,NA,NA,NA,NA,NA
"UTAHDWQ_WQX-4994790",2009-10-15,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","JORDAN R AT UTAH L OUTLET U121 XING","River/Stream",40.360951743,-111.898513582,10,2009,"Accepted",6.8,NA,NA,NA,7,NA,0.172,NA,NA,NA,NA,NA,0.236,NA,NA,0.104,0.061,NA,NA,NA,NA,NA,NA,NA,0.922,NA,NA,NA,NA,17.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jordan River",NA,NA,NA,c(NA, NA),NA,NA,NA,NA,NA,NA,NA
"UTAHDWQ_WQX-4994790",2009-10-26,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","JORDAN R AT UTAH L OUTLET U121 XING","River/Stream",40.360951743,-111.898513582,10,2009,"Accepted",8.47,NA,NA,NA,7,NA,0.34,NA,NA,NA,NA,NA,0.227,NA,NA,0.049,0.052,NA,NA,NA,NA,NA,NA,0.221,1.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jordan River",NA,NA,NA,c(NA, NA),NA,NA,NA,NA,NA,NA,NA
"UTAHDWQ_WQX-4994790",2009-11-30,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","JORDAN R AT UTAH L OUTLET U121 XING","River/Stream",40.360951743,-111.898513582,11,2009,"Accepted",NA,NA,NA,NA,3,NA,0.259,NA,NA,NA,NA,NA,0.52,NA,NA,NA,0.057,NA,NA,NA,NA,NA,NA,0.52,1.7,5.5,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jordan River",NA,NA,NA,c(NA, NA),NA,NA,NA,NA,NA,NA,NA
"UTAHDWQ_WQX-4994790",2010-01-18,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","JORDAN R AT UTAH L OUTLET U121 XING","River/Stream",40.360951743,-111.898513582,1,2010,"Accepted",10.28,NA,NA,NA,NA,NA,1.05,NA,NA,NA,NA,NA,1.29,NA,NA,0.053,0.046,NA,NA,NA,NA,NA,NA,1.14,3.31,NA,NA,NA,NA,NA,NA,"cfs",0,NA,NA,NA,NA,NA,NA,NA,"Jordan River",NA,NA,NA,c(NA, NA),0,0,0,0,0,0,0
"UTAHDWQ_WQX-4994790",2010-01-20,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","JORDAN R AT UTAH L OUTLET U121 XING","River/Stream",40.360951743,-111.898513582,1,2010,"Accepted",NA,NA,NA,NA,NA,NA,0.297,NA,NA,NA,NA,NA,2,NA,NA,0.052,0.052,NA,NA,NA,NA,NA,NA,NA,2.54,NA,NA,NA,NA,5.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jordan River",NA,NA,NA,c(NA, NA),8,NA,49.7143332864,1.01777375232,1.01777375232,NA,NA
"UTAHDWQ_WQX-4994790",2010-02-09,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","JORDAN R AT UTAH L OUTLET U121 XING","River/Stream",40.360951743,-111.898513582,2,2010,"Accepted",19.49,NA,NA,NA,2,NA,0.07,NA,NA,NA,NA,NA,0.709,NA,NA,0.129,0.09,NA,NA,NA,NA,NA,NA,NA,1.17,NA,NA,NA,NA,24.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jordan River",NA,NA,NA,c(NA, NA),892.821,NA,2555.69000433777,281.781205606472,196.591538795213,NA,NA
"UTAHDWQ_WQX-4994790",2010-02-15,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","JORDAN R AT UTAH L OUTLET U121 XING","River/Stream",40.360951743,-111.898513582,2,2010,"Accepted",10.28,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,0.464,NA,NA,0.084,0.05,NA,NA,NA,NA,NA,NA,0.386,0.976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jordan River",NA,NA,NA,c(NA, NA),883.35,NA,2109.31065733939,181.539031984128,108.0589476096,NA,NA
