"WS_Name","Flow.cfs","load.TN.tonyr","load.TDN.tonyr","load.TP.tonyr","Flow.acftyr","load.TDP.tonyr","load.TOC.tonyr","load.DOC.tonyr"
"Jordan River",2100.10676432826,98.834898146825,113.699311592223,19.4686098470497,127609.813573542,3.68090172208702,1001.2851512501,1171.07378663925
